Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
371,"propanoic acid, 2,2-dichloro-",75-99-0,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",371.0,6418,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",NDUPDOJHUQKPAG-UHFFFAOYSA-N,CC(Cl)(Cl)C(=O)O
372,2-propenal,107-02-8|81788-96-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",372.0,7847,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O
373,2-propenoic acid,55927-87-2|79-10-7|9063-87-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",373.0,6581,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",NIXOWILDQLNWCW-UHFFFAOYSA-N,C=CC(=O)O
374,"propane, 1,2,3-trichloro-",96-18-4,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",374.0,7285,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",CFXQEHVMCRXUSD-UHFFFAOYSA-N,ClCC(Cl)CCl
375,propanenitrile,107-12-0,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",375.0,7854,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N
376,"propane, 1,2-dichloro-",78-87-5,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",376.0,6564,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",KNKRKFALVUDBJE-UHFFFAOYSA-N,CC(Cl)CCl
377,2-propanone,67-64-1,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",377.0,180,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O
378,"formic acid, ethyl ester",109-94-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",378.0,8025,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O
379,"acetic acid, methyl ester",79-20-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",379.0,6584,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,COC(C)=O
380,1-propanol,142583-61-7|62309-51-7|71-23-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",380.0,1031,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO
381,2-propanol,1344575-38-7|67-63-0|8003-15-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",381.0,3776,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O
382,1-butanol,1219794-84-9|35296-72-1|6167-45-9|64118-16-7|71-36-3,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",382.0,263,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO
383,"ethane, 1,1'-oxybis-",60-29-7|667919-88-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",383.0,3283,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC
384,"1-propanol, 2-methyl-",78-83-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",384.0,6560,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO
385,"2-propanol, 2-methyl-",25-65-0|75-65-0,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",385.0,6386,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O
386,1-butanamine,109-73-9,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",386.0,8007,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,CCCCN
387,"ethanol, 2,2'-iminobis-",111-42-2,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",387.0,8113,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO
388,furan,110-00-9|25067-54-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",388.0,8029,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1
389,thiophene,107760-19-0|110-02-1|25233-34-5|51325-05-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",389.0,8030,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1
390,"1,3-butadiene, 2-chloro-",126-99-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",390.0,31369,"InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2",YACLQRRMGMJLJV-UHFFFAOYSA-N,C=CC(=C)Cl
391,"1,3-butadiene",106-99-0|130983-70-9|1983-06-8|25339-57-5|26952-74-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",391.0,7845,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",KAKZBPTYRLMSJV-UHFFFAOYSA-N,C=CC=C
392,3-butenoic acid,28391-17-5|625-38-7,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",392.0,32743,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)",PVEOYINWKBTPIZ-UHFFFAOYSA-N,C=CCC(=O)O
393,vinyl acetate,108-05-4|93196-02-2,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",393.0,7904,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",XTXRWKRVRITETP-UHFFFAOYSA-N,C=COC(C)=O
394,2-chloroethyl vinyl ether,110-75-8|29160-08-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",394.0,8074,"InChI=1S/C4H7ClO/c1-2-6-4-3-5/h2H,1,3-4H2",DNJRKFKAFWSXSE-UHFFFAOYSA-N,C=COCCCl
395,bis(2-chloroethyl)ether(1,NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",395.0,NA,NA,NA,NA
396,butanal,123-72-8|27789-14-6,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",396.0,261,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O
397,"furan, tetrahydro-",109-99-9|24979-97-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",397.0,8028,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1
398,2-butanone,78-93-3,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",398.0,6569,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(C)=O
399,butanoic acid,107-92-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",399.0,264,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O
400,"1,4-dioxane",123-91-1|28552-22-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",400.0,31275,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1
401,acetic acid ethyl ester,141-78-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",401.0,8857,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O
402,cyclopentane,287-92-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",402.0,9253,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1
403,1-pentene,109-67-1|25587-78-4,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",403.0,8004,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC
404,bis(2-chloroethoxy)methane,111-91-1,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",404.0,8147,InChI=1S/C5H10Cl2O2/c6-1-3-8-5-9-4-2-7/h1-5H2,NLXGURFLBLRZRO-UHFFFAOYSA-N,ClCCOCOCCCl
405,2-pentanone,107-87-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",405.0,7895,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O
406,3-pentanone,96-22-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",406.0,7288,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC
407,"formic acid, butyl ester",592-84-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",407.0,11614,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",NMJJFJNHVMGPGM-UHFFFAOYSA-N,CCCCOC=O
408,propyl acetate,109-60-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",408.0,7997,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(C)=O
409,pentane,102056-77-9|107949-95-1|109-66-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",409.0,8003,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC
410,1-pentanol,148587-12-6|30899-19-5|71-41-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",410.0,6276,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO
411,"propane, 2-methoxy-2-methyl-",1219795-06-8|1634-04-4,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",411.0,15413,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N,COC(C)(C)C
412,pyridine,110-86-1|29761-81-7,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",412.0,1049,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1
413,cyclopentene,10016-46-3|142-29-0|29300-20-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",413.0,8882,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1=CCCC1
414,"1,4-pentadiene",591-93-5,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",414.0,11587,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",QYZLKGVUSQXAMU-UHFFFAOYSA-N,C=CCC=C
415,"acetic acid, 2-propenyl ester",29467-34-3|591-87-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",415.0,11584,"InChI=1S/C5H8O2/c1-3-4-7-5(2)6/h3H,1,4H2,2H3",FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O
416,methyl methacrylate,114512-63-9|143476-91-9|51391-19-6|80-62-6|9065-11-6|97555-82-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",416.0,6658,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",VVQNEPGJFQJSBK-UHFFFAOYSA-N,C=C(C)C(=O)OC
417,cyclohexene,110-83-8|25012-94-6,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",417.0,8079,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1=CCCCC1
418,1-hexyne,26856-30-4|28827-85-2|693-02-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",418.0,12732,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,C#CCCCC
419,cyclohexanone,108-94-1|9075-99-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",419.0,7967,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1
420,cyclohexane,110-82-7|12217-02-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",420.0,8078,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1
421,methylcyclopentane,5310-57-6|96-37-7,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",421.0,7296,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1
422,Thiram,137-26-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",422.0,5455,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C
423,2-hexanone,30637-87-7|591-78-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",423.0,11583,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",QQZOPKMRPOGIEB-UHFFFAOYSA-N,CCCCC(C)=O
424,"2-pentanone, 4-methyl-",108-10-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",424.0,7909,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C
425,cyclohexanol,108-93-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",425.0,7966,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1
426,hexanoic acid,142-62-1|56279-38-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",426.0,8892,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O
427,butyl acetate,123-86-4,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",427.0,31272,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O
428,cyclohexanamine,108-91-8|157973-60-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",428.0,7965,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1
429,hexane,110-54-3|478799-92-7|50981-41-4|92112-69-1,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",429.0,8058,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC
430,"1-propanamine, n-nitroso-n-propyl-",621-64-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",430.0,12130,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O
431,1-hexanol,111-27-3|25917-35-5,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",431.0,8103,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO
432,propyl ether,111-43-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",432.0,8114,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC
433,"benzene, 1,2,3,4-tetrachloro-",13280-72-3|634-66-2|63697-20-1,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",433.0,12463,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,GBDZXPJXOMHESU-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1Cl
434,"benzene, 1,2,4,5-tetrachloro-",12408-10-5|63697-22-3|95-94-3,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",434.0,7270,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)cc1Cl
435,"benzene, 1,2,3,5-tetrachloro-",634-90-2|63697-21-2,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",435.0,12468,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,QZYNWJQFTJXIRN-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1
436,"2,3,4,5-tetrachlorophenol",25167-83-3|4901-51-3,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",436.0,21013,"InChI=1S/C6H2Cl4O/c7-2-1-3(11)5(9)6(10)4(2)8/h1,11H",RULKYXXCCZZKDZ-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
437,"2,3,5,6-tetrachlorophenol",935-95-5,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",437.0,13636,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)5(10)6(11)4(2)9/h1,11H",KEWNKZNZRIAIAK-UHFFFAOYSA-N,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
438,"2,3,4,6-tetrachlorophenol",25167-83-3|58-90-2,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",438.0,6028,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",VGVRPFIJEJYOFN-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
439,"benzene, 1,2,4-trichloro-",104810-41-5|120-82-1|63697-18-7,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",439.0,13,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1
440,"benzene, 1,3,5-trichloro-",108-70-3|63697-19-8,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",440.0,7950,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1
441,"1,2,3-trichlorobenzene",12002-48-1|51703-47-0|87-61-6,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",441.0,6895,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,RELMFMZEBKVZJC-UHFFFAOYSA-N,Clc1cccc(Cl)c1Cl
442,"2,3,4-trichlorophenol",15950-66-0|25167-82-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",442.0,27582,"InChI=1S/C6H3Cl3O/c7-3-1-2-4(10)6(9)5(3)8/h1-2,10H",HSQFVBWFPBKHEB-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1Cl
443,"phenol, 2,4,6-trichloro-",88-06-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",443.0,6914,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1Cl
444,"phenol, 2,4,5-trichloro-",95-95-4,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",444.0,7271,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",LHJGJYXLEPZJPM-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)cc1Cl
445,"benzene, 1,4-dichloro-",106-46-7|55232-43-4,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",445.0,4685,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(Cl)cc1
